"ID","GROUP","CHEF_CLUB","NUM_DEAL","LAST_DEAL","ADVANCE_PURCHASE","FARE_L_Y1","FARE_L_Y2","FARE_L_Y3","FARE_L_Y4","FARE_L_Y5","POINTS_L_Y1","POINTS_L_Y2","POINTS_L_Y3","POINTS_L_Y4","POINTS_L_Y5","CALL_FLAG","CREDIT_PROBLEM","RETURN_FLAG","BENEFIT_FLAG","BUYER_FLAG"
49948,5,0,1,156.7,23,110.8,156.7,198.3,141.7,189.2,152.2,144.2,129.3,169.1,202.2,0,0,0,0,0
49949,1,0,6,26.7,28,155.8,150.8,146.7,148.3,146.7,107.4,120.5,79.2,123.3,118.8,0,0,0,0,0
49950,2,0,3,36.7,21,103.3,110,110.8,116.7,113.3,88.7,95.8,120.2,103.8,117.2,0,0,1,0,0
49951,4,0,0,0,17,152.5,151.7,150.8,142.5,153.3,161.5,141.3,128.9,128.2,173.9,0,0,0,0,0
49952,4,0,5,26.7,19,117.5,128.3,122.5,125.8,123.3,157.2,143.2,158.6,203.1,116.8,0,0,0,0,0
49953,2,0,5,30,20,144.2,140.8,138.3,145.8,148.3,124.8,120.2,158.8,181.4,203.8,0,0,0,0,0
49954,4,0,1,120,20,130,126.7,119.2,112.5,105.8,154.8,151.6,156.2,120.2,130.7,0,0,0,0,0
49955,3,0,7,16.7,23,120,107.5,111.7,105.8,113.3,132.6,105.4,93.9,147.6,117.9,0,0,0,0,0
49956,5,0,2,56.7,17,104.2,105.8,108.3,111.7,116.7,154.5,151,145.6,127,136.3,0,0,0,0,0
49957,4,0,8,20,24,145.8,139.2,138.3,130.8,117.5,142.4,110,104.8,97.8,79.6,0,0,0,0,0
49958,4,0,6,36.7,27,210.8,208.3,200,210,204.2,228.7,222.2,239.2,179.1,163.1,0,0,0,1,0
49959,4,0,7,16.7,14,101.7,110.8,115.8,106.7,109.2,133.2,123,129.8,144,116.3,0,0,0,0,0
49960,1,0,5,23.3,25,111.7,114.2,120.8,115.8,117.5,100.8,74.2,57.2,70.6,119.7,0,0,0,0,0
49961,5,0,4,26.7,23,124.2,118.3,111.7,115.8,103.3,104.9,123.8,98.2,105.1,93.3,0,0,0,0,0
49962,3,0,4,66.7,32,279.2,278.3,274.2,265.8,263.3,240,289.3,286.5,262.4,250.8,0,0,0,1,0
49963,1,0,2,73.3,24,152.5,145,153.3,143.3,150,155.9,160.5,177.8,187.1,199.7,0,0,0,1,0
49964,5,0,4,33.3,20,132.5,125,104.2,107.5,135,114.7,95.5,95.6,67,89.2,0,0,0,0,0
49965,3,0,6,20,20,109.2,115.8,115.8,117.5,106.7,69.1,73.5,73.3,74.1,76.4,0,0,0,0,0
49966,5,0,2,73.3,13,129.2,135,136.7,143.3,134.2,163.3,179.7,141.7,143.3,98.8,0,0,0,0,0
49967,1,0,6,20,16,107.5,106.7,110,110,110,79.3,130.2,98.2,112,88.2,0,1,0,0,0
49968,4,0,9,16.7,17,141.7,154.2,167.5,162.5,151.7,89.2,126.4,139.7,178,172.6,0,0,0,0,0
49969,5,0,2,73.3,22,137.5,143.3,136.7,135.8,133.3,153.5,152.9,138.2,97.7,96.8,0,0,0,0,0
49970,4,0,6,20,16,117.5,115.8,113.3,117.5,117.5,121.2,158.7,138.2,163.8,174.9,0,0,0,0,0
49971,4,0,2,106.7,27,204.2,210.8,209.2,212.5,213.3,228.8,208.2,213.2,215.2,236.8,1,0,0,1,0
49972,1,0,5,40,19,240.8,229.2,190.8,180,146.7,108.8,99.2,90.8,135.4,165.8,0,0,0,0,0
49973,4,0,7,16.7,19,112.5,113.3,111.7,96.7,93.3,127.1,121.2,106.3,68.6,68.9,0,0,0,0,0
49974,3,0,2,70,23,138.3,137.5,130,125.8,136.7,160.4,156.2,137.1,158.3,139,0,0,0,0,0
49975,2,0,3,50,21,150.8,149.2,140.8,148.3,155,132.1,145.2,155.6,173.8,201.3,0,1,0,0,0
49976,1,0,7,20,14,137.5,125.8,122.5,122.5,125.8,138.3,125.9,132.9,146.3,151.2,0,0,0,0,0
49977,3,0,4,36.7,15,134.2,129.2,128.3,126.7,114.2,169.8,151,161.8,92.7,55.2,0,0,0,0,0
49978,5,0,6,26.7,25,129.2,126.7,125,140.8,141.7,117.9,137.3,146.5,168.2,131.2,0,0,0,0,0
49979,4,0,3,76.7,17,215.8,222.5,224.2,222.5,224.2,227.9,261.8,259,293.6,260.5,0,0,0,1,0
49980,3,0,4,30,20,110,112.5,110.8,114.2,117.5,116.4,92.4,89.7,131.4,114.4,0,0,0,0,0
49981,2,0,3,36.7,12,110,108.3,124.2,120,139.2,101.6,137.8,126.4,166.6,164.8,0,0,0,0,0
49982,2,0,3,40,19,114.2,112.5,108.3,107.5,106.7,90.9,107.2,117,117.3,109.2,0,0,0,0,0
49983,3,0,3,36.7,23,102.5,112.5,112.5,107.5,113.3,142.8,122.7,137.7,141.2,106.1,0,0,0,0,0
49984,5,0,5,30,23,138.3,144.2,145,147.5,140,138.6,140.8,150.9,92.8,98.8,0,0,0,0,0
49985,5,0,2,53.3,26,106.7,92.5,106.7,108.3,107.5,127.9,163.6,158.7,109.4,124.5,0,0,0,0,0
49986,2,0,2,53.3,22,100.8,107.5,106.7,115,113.3,57.7,86.4,115.4,127.6,131.6,0,0,0,0,0
49987,4,0,4,43.3,22,146.7,160,158.3,157.5,164.2,114,120.9,138.8,189,220.2,0,0,0,0,0
49988,1,0,7,16.7,14,110,109.2,106.7,104.2,108.3,133.4,122.3,87.9,86,121.3,0,0,0,0,0
49989,5,0,3,73.3,28,212.5,206.7,214.2,210.8,206.7,199.4,216.4,228.3,239.3,207.9,1,0,0,0,0
49990,1,0,6,20,21,108.3,110,109.2,115,104.2,76.2,92.1,81.3,43.9,56.3,0,0,0,0,0
49991,2,0,7,20,18,101.7,105,113.3,99.2,123.3,137.8,123.2,119.7,122.2,104.8,0,0,0,0,0
49992,2,0,7,20,17,150.8,150,145,138.3,132.5,116.1,108.3,142.8,114.1,115.7,0,0,0,0,0
49993,3,0,4,36.7,25,135.8,140.8,141.7,145.8,149.2,150,141.8,131.2,162.8,167.5,0,0,0,0,0
49994,4,0,5,43.3,18,207.5,203.3,199.2,205,200.8,195.1,186.1,186,181.3,190.1,1,0,0,1,0
49995,3,0,3,50,22,152.5,148.3,141.7,147.5,155.8,168.8,190.3,188.9,191.6,183.9,0,0,0,1,0
49996,1,0,4,46.7,26,183.3,181.7,184.2,182.5,177.5,206.3,224.2,221.3,182,192.8,0,0,0,1,0
49997,1,0,1,110,12,110.8,111.7,107.5,109.2,104.2,101.5,120.8,94,122.3,83.7,0,0,0,0,0
49998,4,0,5,63.3,32,306.7,310,302.5,315.8,326.7,287.2,325.6,324.4,338.2,338.1,0,0,0,1,0
49999,1,0,4,53.3,26,225,223.3,220,212.5,202.5,150.5,177.8,176,158.1,195.5,0,0,0,0,0
50000,1,0,4,26.7,17,101.7,100,109.2,106.7,106.7,92.2,106.6,101.1,102.2,65.6,0,0,0,0,0
50001,5,0,4,30,15,115.8,114.2,112.5,111.7,107.5,114.8,117.8,116.6,91.9,108.9,0,0,0,0,0
50002,2,0,8,0,16,132.5,140.8,124.2,113.3,96.7,140.8,128.5,110.2,118,115.6,0,1,0,0,0
50003,2,0,1,103.3,15,117.5,110,100.8,109.2,110,141.1,87.2,118.8,116.2,115.8,0,0,0,0,0
50004,5,0,4,26.7,16,110,110.8,109.2,106.7,105.8,132.6,112.1,112.7,88.3,77.8,0,0,0,0,0
50005,4,0,5,43.3,26,210,199.2,205,196.7,204.2,193.4,182.6,194.2,208.8,201.2,0,0,0,1,0
50006,3,0,9,20,18,160.8,178.3,187.5,185,162.5,179.2,207,169,169.8,164.7,0,0,0,1,0
50007,4,0,4,40,18,100.8,185,158.3,160.8,159.2,206.6,165.4,169.5,129.8,152.7,0,0,0,0,0
50008,4,0,11,16.7,31,180.8,190,189.2,183.3,183.3,171.8,181.5,161,170.4,174.6,1,0,0,0,0
50009,5,0,5,23.3,14,113.3,105.8,109.2,116.7,110,88.6,78.7,97.4,87.9,85.5,0,0,0,0,0
50010,5,0,4,36.7,12,136.7,149.2,148.3,133.3,136.7,176.7,151.8,178.7,163.4,115.2,0,1,0,0,0
50011,3,0,7,20,23,142.5,145.8,148.3,150.8,140,120.4,116.3,145.1,149.8,130.2,0,0,0,0,0
50012,4,0,4,43.3,18,175,108.3,170,154.2,134.2,106.2,104.1,108.3,134.9,119.7,0,0,0,0,0
50013,1,0,7,23.3,17,142.5,154.2,161.7,164.2,152.5,172.3,177.2,170.2,154.8,159.9,0,1,0,0,0
50014,3,0,4,33.3,20,126.7,120,112.5,114.2,111.7,120.6,99.5,76.5,97.6,126.8,0,0,0,0,0
50015,3,0,11,0,14,117.5,119.2,121.7,123.3,116.7,155.2,111.9,92.2,62.9,91.4,0,0,0,0,0
50016,2,0,1,113.3,23,115.8,120,111.7,115.8,121.7,136.6,83.5,142.1,105.5,135.7,0,0,0,0,0
50017,4,0,2,66.7,28,130.8,169.2,167.5,175,156.7,218,236.4,205.2,188.2,141.2,0,0,0,1,0
50018,4,0,3,36.7,20,113.3,117.5,109.2,105.8,105,76.2,52,61.7,45.8,75.8,0,1,0,0,0
50019,5,0,5,26.7,21,110.8,117.5,110.8,115,119.2,178.7,169.4,173.6,190.8,132.7,0,1,0,0,0
50020,3,0,2,73.3,19,144.2,146.7,141.7,142.5,142.5,143,137.1,134.8,159.4,169.7,0,0,0,0,0
50021,1,0,6,23.3,24,125.8,111.7,126.7,137.5,150.8,161.2,159.9,152.3,142.1,139.8,0,0,0,0,0
50022,5,0,3,36.7,24,115.8,98.3,105.8,102.5,102.5,106.8,117.8,101.9,60.8,65.7,0,0,0,0,0
50023,5,0,9,0,20,122.5,102.5,106.7,98.3,100.8,123.5,121.1,110.5,101.3,95.9,0,0,0,0,0
50024,4,0,7,23.3,25,156.7,176.7,209.2,196.7,185.8,130.1,141.3,189.8,181,147.8,0,0,0,0,0
50025,3,0,5,26.7,21,134.2,134.2,120.8,121.7,129.2,182.5,178.3,183.9,155.8,133.8,0,0,0,0,0
50026,4,0,5,43.3,24,209.2,205,201.7,206.7,203.3,217.3,201.5,222,219,181.5,1,0,0,1,0
50027,1,0,2,66.7,19,141.7,133.3,130,115.8,115.8,169.7,135.3,130.3,96.9,89.6,0,0,0,0,0
50028,1,0,3,43.3,16,115,133.3,123.3,114.2,114.2,114.8,94.2,89,81.1,132.5,0,0,0,0,0
50029,2,0,3,36.7,15,101.7,98.3,111.7,125,111.7,115.2,138,87,93.3,99.3,0,0,0,0,0
50030,1,0,3,33.3,16,98.3,121.7,119.2,116.7,130,159.2,124.9,135.1,99.4,101.1,0,0,0,0,0
50031,3,0,3,53.3,16,148.3,145,152.5,155.8,155,162.2,154.2,155.5,150.8,161.4,0,0,0,0,0
50032,1,0,6,23.3,19,125,146.7,146.7,136.7,130,124.8,101.8,137.7,129.1,137.9,0,0,0,0,0
50033,4,0,3,53.3,22,156.7,127.5,197.5,168.3,149.2,126.2,137.8,172.8,157.1,191.3,0,0,0,0,0
50034,4,0,4,26.7,16,114.2,110.8,111.7,102.5,98.3,80.2,81.2,109.7,77.9,72.6,0,0,0,0,0
50035,3,0,4,40,15,158.3,159.2,171.7,152.5,145,124.7,158.6,139.3,127.2,114.3,0,0,0,0,0
50036,3,0,6,30,28,180,169.2,160,160.8,171.7,173.2,140.1,166.4,173.5,150.6,1,0,0,0,0
50037,4,0,3,40,20,105,110,107.5,104.2,114.2,98.4,127.8,108.8,139.8,115.8,0,0,0,0,0
50038,3,0,1,120,27,125,119.2,117.5,113.3,110,108,87.9,100.8,112,106,0,0,0,0,0
50039,2,0,7,16.7,15,110,104.2,100,109.2,107.5,81.7,102.6,132.8,118.7,121.8,0,0,0,0,0
50040,3,0,4,43.3,24,165,176.7,171.7,177.5,174.2,192.1,197.5,199.1,206,200.4,0,0,0,0,0
50041,2,0,8,30,19,201.7,205,205,212.5,215,223.6,203.2,240.2,232.7,218.7,0,0,0,0,0
50042,5,0,5,26.7,14,134.2,131.7,127.5,115.8,110.8,153,124.4,88.2,72.3,103.6,0,0,0,0,0
50043,5,0,2,126.7,18,212.5,285,266.7,241.7,250.8,198.2,231.8,219.4,205.6,227.2,0,1,0,1,0
50044,1,0,5,23.3,18,114.2,106.7,105,107.5,112.5,55.5,62.3,67.9,76.2,93.8,0,1,0,0,0
50045,5,0,2,76.7,24,151.7,139.2,141.7,133.3,134.2,107.2,114.2,108.4,115,138.1,0,0,0,0,0
50046,5,0,3,33.3,16,100.8,98.3,105,103.3,100,115.2,101.5,110.8,48.9,59.5,0,0,0,0,0
50047,1,0,3,40,26,109.2,110.8,115,113.3,114.2,134.1,112.3,103.2,132.2,147.1,0,1,0,0,0
50048,4,0,1,123.3,20,120.8,120.8,120,120.8,105,82.6,50.6,45.1,59.8,86.3,0,0,0,0,0
50049,5,0,3,43.3,15,122.5,118.3,127.5,122.5,120,99.8,93.5,112.4,160.3,147.2,0,0,0,0,0
50050,1,0,3,50,23,147.5,136.7,130,141.7,146.7,153.1,185.2,176.7,160.7,163.8,0,0,0,0,0
50051,4,0,3,50,25,151.7,148.3,144.2,148.3,153.3,165.4,165.6,187.8,177.8,165.6,0,0,0,0,0
50052,1,0,5,23.3,23,97.5,105,97.5,101.7,102.5,109.5,67.9,118.7,105.5,95.3,0,0,0,0,0
50053,4,0,1,133.3,21,117.5,123.3,126.7,130.8,133.3,79.8,89.6,146.2,136.1,142.6,0,1,0,0,0
50054,4,0,2,113.3,23,226.7,213.3,190,174.2,190,170.8,184.2,177.8,198.2,192.2,0,0,0,1,0
50055,4,0,2,50,25,100,101.7,99.2,98.3,101.7,81.6,68.4,35.7,70.5,95,0,0,0,0,0
50056,1,0,3,36.7,13,101.7,101.7,108.3,105.8,110.8,75.2,91.5,122.7,129.2,116,0,0,0,0,0
50057,5,0,9,16.7,16,156.7,151.7,144.2,143.3,141.7,174.8,159.8,167.5,137.2,135.8,0,0,0,0,0
50058,5,0,3,46.7,25,146.7,134.2,141.7,146.7,136.7,128.9,147.4,110.9,47.6,81.1,0,0,0,0,0
50059,1,0,2,140,29,267.5,270,275.8,282.5,280,249.8,243.3,234.1,240,283.2,0,0,0,0,0
50060,2,0,4,36.7,18,157.5,150,141.7,150,144.2,179.8,145.5,134.4,122.8,131.7,0,1,0,0,0
50061,1,0,3,50,18,136.7,139.2,145,140.8,143.3,164.3,184.5,135.4,139.5,132.5,0,0,0,0,0
50062,3,0,9,16.7,20,157.5,139.2,147.5,139.2,153.3,122.8,146.8,145.7,149.1,163.2,0,0,0,0,0
50063,2,0,2,53.3,14,106.7,114.2,109.2,103.3,107.5,62.2,84.5,104.2,109.7,111.4,0,0,0,0,0
50064,4,0,8,16.7,18,110.8,121.7,117.5,111.7,124.2,98.2,114.6,96.4,151.1,138.3,0,0,0,0,0
50065,4,0,2,60,10,115.8,107.5,111.7,112.5,117.5,101.7,87.7,89.9,101.8,134.6,0,0,0,0,0
50066,1,0,6,0,25,57.5,20.8,112.5,139.2,126.7,155.7,175.6,184.5,154,163.8,0,0,1,0,0
50067,3,0,1,153.3,22,153.3,190,151.7,174.2,193.3,150,151.5,199.2,209.1,216.2,0,0,0,0,0
50068,4,0,6,33.3,20,162.5,165,185,199.2,177.5,125.2,154.8,195.8,212.8,163.8,0,0,0,0,0
50069,3,0,4,26.7,9,95,106.7,106.7,104.2,105,95.3,120.2,107.4,55.2,46,0,0,0,0,0
50070,3,0,4,50,28,174.2,181.7,189.2,188.3,190,202.1,203.4,181.8,202.9,231,1,0,0,1,0
50071,4,0,5,20,21,105,111.7,110.8,99.2,95,168,148.1,118.6,82.5,78.3,0,0,0,0,0
50072,1,0,7,20,18,137.5,129.2,140.8,160.8,161.7,177.2,191.2,175.8,186.8,186.1,0,0,0,0,0
50073,3,0,2,70,18,139.2,134.2,142.5,140.8,134.2,118.9,90.5,84.3,100.2,70.4,0,0,0,0,0
50074,2,0,3,40,14,104.2,102.5,107.5,107.5,110.8,120.9,142,97.2,119.2,116.6,0,0,0,0,0
50075,4,0,6,36.7,24,210.8,215,212.5,208.3,205,202.2,246,220.9,249.9,205.8,0,0,0,0,0
50076,5,0,8,0,13,112.5,104.2,98.3,103.3,108.3,104.8,123,153.2,117.3,83.6,0,1,0,0,0
50077,1,0,3,50,22,155,144.2,148.3,149.2,147.5,116,86.4,124.4,110,121.8,0,0,0,0,0
50078,5,0,2,53.3,21,99.2,100,100.8,101.7,110.8,133.8,168,150.2,146.7,137.6,0,0,0,0,0
50079,5,0,3,40,21,108.3,112.5,115,115.8,126.7,140,157.5,142.5,157.1,177.5,0,1,0,0,0
50080,1,0,4,63.3,25,244.2,247.5,244.2,250,250.8,188.8,174.2,194.2,221,263.6,0,0,0,0,0
50081,1,0,5,26.7,17,118.3,124.2,117.5,122.5,119.2,98.9,93.3,129.2,137.8,137.8,0,0,0,0,0
50082,2,0,3,40,21,114.2,120.8,121.7,111.7,113.3,129.8,135.8,126.8,116.3,125.1,0,0,0,0,0
50083,5,0,2,80,17,154.2,157.5,145,126.7,113.3,159.4,162.6,140.4,102.4,91.3,0,0,1,0,0
50084,1,0,2,93.3,24,162.5,155.8,168.3,178.3,182.5,142.1,117.3,134.8,127.8,182.2,0,0,0,0,0
50085,2,0,3,43.3,15,106.7,111.7,106.7,115,120.8,103.8,66.1,60,96.7,126.2,0,0,0,0,0
50086,3,0,2,60,20,109.2,114.2,106.7,106.7,115.8,77.9,83.2,114.2,114.3,136.8,0,0,0,0,0
50087,5,0,3,46.7,25,140,140.8,144.2,142.5,135.8,103.4,103.6,115.6,124,143.5,0,0,0,0,0
50088,2,0,4,36.7,21,150,144.2,150.8,147.5,138.3,145,157.7,141.8,129.7,120.8,0,0,0,0,0
50089,4,0,1,123.3,19,139.2,118.3,151.7,120.8,110.8,70.2,58.4,80.8,107.8,132.6,0,0,0,0,0
50090,2,0,4,26.7,21,104.2,100.8,113.3,91.7,80.8,107.8,100.6,110.1,99.5,60.2,0,0,0,0,0
50091,5,0,5,56.7,25,268.3,273.3,267.5,270.8,270.8,236.8,249.1,251.1,317,302.4,0,0,0,1,0
50092,1,0,5,26.7,17,110.8,130,130.8,127.5,119.2,117.8,132.8,90.4,82.8,107.2,0,0,0,0,0
50093,3,0,1,180,20,177.5,180,177.5,185,179.2,158.2,166.3,158.2,202.5,198.7,0,0,0,1,0
50094,5,0,2,100,23,198.3,191.7,187.5,190,195.8,145.2,149.8,134.7,129.7,171.2,0,0,0,0,0
50095,3,0,4,30,20,106.7,106.7,108.3,115.8,106.7,67.2,64.1,96.9,96.5,131.8,0,0,0,0,0
50096,4,0,4,46.7,28,176.7,180,183.3,191.7,184.2,154.4,171.5,166.2,189.5,234.1,0,0,0,0,0
50097,2,0,6,26.7,11,142.5,146.7,149.2,150,157.5,158.6,153.8,147,148.8,201.4,0,1,0,0,0
50098,3,0,4,73.3,26,288.3,289.2,300,305,299.2,293.2,293.8,267.2,248.5,280.5,0,0,0,0,0
50099,5,0,5,40,20,204.2,205,207.5,196.7,215.8,207,220.6,185.6,170.3,200.8,1,0,0,0,0
50100,4,0,1,160,28,170.8,158.3,166.7,159.2,155.8,168.3,186,177.8,131.1,133.2,1,1,0,0,0
50101,2,0,3,50,14,147.5,152.5,145,148.3,155,185.5,189.1,178.2,179.2,163.7,0,0,0,0,0
50102,4,0,5,36.7,15,180,170.8,175,178.3,185,201,164.1,186.5,175.1,214.5,0,0,0,0,0
50103,3,0,10,23.3,20,203.3,215.8,218.3,209.2,199.2,214.8,197.6,180.7,188.8,187.8,0,0,0,1,0
50104,2,1,7,50,41,364.2,323.3,320.8,345.8,327.5,338.4,354.3,360.2,366.1,367.2,0,0,0,1,0
50105,4,0,4,43.3,21,168.3,158.3,168.3,168.3,170,115.8,115.8,163.9,117.3,136.4,0,0,0,0,0
50106,2,0,2,60,19,110,111.7,111.7,114.2,108.3,100.2,127.1,121.9,123.6,109.2,0,0,0,0,0
50107,3,0,5,33.3,26,201.7,193.3,165.8,148.3,153.3,167.8,196.4,168.2,166.7,157.2,0,1,0,0,0
50108,5,0,4,66.7,29,255.8,270.8,265.8,277.5,260.8,243.2,232.2,217.2,237,254,0,0,0,0,0
50109,2,0,3,73.3,29,205.8,208.3,208.3,215,217.5,228.1,244.1,250.2,244.5,234.3,0,0,0,0,0
50110,1,0,1,160,15,156.7,158.3,156.7,151.7,154.2,150.8,125.6,152.4,138.2,175.5,0,0,0,0,0
50111,3,0,5,43.3,25,210,200,201.7,204.2,211.7,228,229.6,208.2,144.2,194.9,0,0,0,1,0
50112,3,0,5,30,19,138.3,153.3,144.2,142.5,134.2,82,91.5,98.7,120.2,73.8,0,0,0,0,0
50113,5,0,5,26.7,22,149.2,105.8,117.5,117.5,105,112,70.1,44.7,47.3,98.4,0,0,0,0,0
50114,1,0,4,40,23,140,152.5,154.2,150.8,149.2,182.9,213.6,180.2,201.8,153.5,0,0,0,1,0
50115,4,0,4,30,17,108.3,105,103.3,106.7,106.7,140.2,114.8,73.7,111.9,63.6,0,0,0,0,0
50116,1,0,4,30,24,121.7,110,108.3,106.7,109.2,89.9,74.7,94.6,92.4,98.2,0,0,0,0,0
50117,1,0,5,43.3,28,206.7,239.2,265,251.7,266.7,197.7,222.3,238.5,268.6,264.8,1,0,0,0,0
50118,5,0,2,73.3,22,140,149.2,140.8,139.2,134.2,86.2,114.5,113.6,117.3,96.6,0,0,0,0,0
50119,3,0,3,90,24,270,264.2,270,265.8,268.3,278.9,261.5,265,253.8,278.6,0,0,0,1,0
50120,1,0,1,306.7,27,308.3,305.8,299.2,307.5,311.7,291.7,336.8,327,352.2,348.8,0,0,0,0,0
50121,3,0,1,143.3,24,140.8,140.8,144.2,143.3,138.3,142.4,99.2,135,122.3,111.4,0,0,0,0,0
50122,3,0,3,50,22,147.5,140,138.3,130,133.3,135.1,190.3,158.2,146.2,113.8,0,0,0,0,0
50123,3,0,1,96.7,17,124.2,128.3,107.5,96.7,84.2,138.5,93.7,119,153.1,84.8,0,0,0,0,0
50124,2,0,4,46.7,35,175,175.8,180.8,175.8,180.8,174.8,189.2,195.5,203,200.5,0,0,0,0,0
50125,2,0,2,76.7,19,149.2,140,134.2,143.3,143.3,128.6,155.6,158.9,152.8,111,0,0,0,0,0
50126,1,0,5,30,25,146.7,145,144.2,145.8,148.3,103.8,88.2,102.2,104.3,151.1,0,1,0,0,0
50127,3,0,2,53.3,14,107.5,100.8,111.7,108.3,100.8,106.9,106.7,99.8,68.9,69.4,0,0,0,0,0
50128,5,0,3,40,18,124.2,117.5,108.3,110,108.3,61.5,68.2,109.8,101.8,127.9,0,0,0,0,0
50129,1,0,5,23.3,25,110.8,115,113.3,112.5,125.8,147.3,148.4,173.4,168.1,161,0,0,0,0,0
50130,3,0,3,50,28,140.8,134.2,142.5,135.8,131.7,137,123.3,109.2,110.7,87.8,0,0,0,0,0
50131,5,0,3,70,22,205.8,205,203.3,204.2,204.2,177,217.6,210.2,193.7,199.5,0,0,0,1,0
50132,3,0,8,0,16,108.3,96.7,92.5,93.3,96.7,124.1,134.2,114.1,98.9,94.5,0,0,0,0,0
50133,3,0,3,46.7,20,139.2,142.5,142.5,141.7,142.5,119.8,136.8,172.9,144.1,146.2,0,1,0,0,0
50134,3,0,4,30,22,107.5,112.5,110,113.3,112.5,109.5,116.2,117.2,117.4,130.2,0,0,0,0,0
50135,4,0,1,143.3,21,149.2,147.5,141.7,138.3,143.3,219.8,194.9,143.4,142.5,132.9,0,0,0,0,0
50136,4,0,6,20,16,106.7,105.8,114.2,122.5,113.3,74.9,82.9,62.8,54.7,104.3,0,0,0,0,0
50137,1,0,3,36.7,20,117.5,118.3,119.2,111.7,105.8,111.5,142.8,155.1,137.4,113.5,0,0,0,0,0
50138,2,0,3,63.3,23,186.7,189.2,183.3,180.8,180.8,156.2,110.2,141.7,179.8,170.7,0,0,0,0,0
50139,5,0,4,53.3,18,194.2,210,219.2,210,192.5,219.4,225.2,233.2,214.9,183.2,1,0,0,1,0
50140,4,0,2,80,22,159.2,137.5,142.5,160,152.5,109,98.2,115.9,130.8,139.2,0,0,0,0,0
50141,1,0,5,50,33,245,238.3,237.5,241.7,240,278.8,311.8,325.5,302.8,243,0,0,0,1,0
50142,5,0,3,53.3,22,176.7,155,142.5,131.7,135.8,134.1,132.5,118,123.5,134.7,0,0,0,0,0
50143,1,0,7,16.7,21,105.8,110.8,112.5,110.8,105,59,84.7,105.6,86.7,93.3,0,0,0,0,0
50144,5,0,2,76.7,24,148.3,149.2,157.5,169.2,172.5,131.7,164.4,193,198.8,204.6,0,0,0,0,0
50145,2,0,3,36.7,24,99.2,106.7,116.7,110,110,80.2,112.1,101.1,119.5,118.7,0,1,0,0,0
50146,2,0,4,26.7,20,109.2,104.2,115,113.3,110.8,118.9,128.5,88.1,95.2,96.2,0,0,0,0,0
50147,2,0,4,30,20,116.7,120.8,115.8,116.7,105.8,138.4,109.8,83.1,68.5,60.5,0,0,0,0,0
50148,5,0,3,43.3,12,123.3,123.3,122.5,115,119.2,148.1,141.6,137.1,121.2,141.5,0,0,0,0,0
50149,5,0,2,60,22,117.5,113.3,112.5,116.7,116.7,75.7,64,69.2,78.5,101,0,0,0,0,0
50150,5,0,9,23.3,17,205,208.3,200,205,211.7,167,188.7,208.1,215.2,229.4,0,0,0,1,0
50151,3,0,0,0,15,67.5,66.7,146.7,84.2,68.3,76.9,71,67.8,82.4,100.2,0,0,0,0,0
50152,3,0,6,26.7,19,142.5,145,149.2,153.3,152.5,147.8,140.6,139.1,140.2,179.2,0,0,0,0,0
50153,3,0,1,160,25,162.5,169.2,163.3,160,166.7,174.8,199.8,177.1,202.1,200.9,0,0,0,0,0
50154,4,0,5,33.3,29,150.8,150,148.3,145,155.8,205.7,217.8,260.3,210.2,176.8,0,0,0,1,0
50155,5,0,4,36.7,28,148.3,137.5,142.5,135.8,141.7,151.6,136.5,119.7,122,136.2,0,0,1,0,0
50156,4,0,4,40,21,147.5,144.2,155,140.8,152.5,138.9,178.2,135.2,139,159.8,0,0,0,0,0
50157,2,0,3,60,21,174.2,173.3,169.2,177.5,172.5,178.1,164.5,163.3,172,155.4,0,0,0,0,0
50158,5,0,2,76.7,23,155,148.3,148.3,143.3,132.5,175.2,163,157.2,94.4,94.3,0,0,0,0,0
50159,5,0,3,50,21,147.5,149.2,137.5,136.7,140.8,151.2,139.3,149.2,140,150.4,0,0,0,0,0
50160,2,0,4,46.7,22,178.3,188.3,191.7,184.2,174.2,127.3,136.8,137.9,145.5,163.4,1,0,0,0,0
50161,1,0,3,63.3,26,181.7,184.2,178.3,175.8,167.5,179.8,151.5,161.7,157.8,134.6,1,1,0,0,0
50162,5,0,7,20,14,132.5,134.2,131.7,122.5,131.7,167.7,172.8,162.8,184.1,155.6,0,0,0,0,0
50163,3,0,4,36.7,23,144.2,141.7,145,158.3,155,149.8,126.3,113.5,154.5,150.5,0,0,0,0,0
50164,1,0,7,16.7,17,106.7,114.2,108.3,110.8,100,139.3,113.2,105.2,107.1,99.5,0,0,0,0,0
50165,4,0,2,83.3,19,185,171.7,160.8,159.2,160,235.3,187.4,166.8,144,150.8,0,0,0,1,0
50166,5,0,3,53.3,15,152.5,156.7,140,142.5,155.8,171.4,156.7,179.3,201,213.9,0,0,0,1,0
50167,1,0,4,36.7,18,135,140.8,144.2,151.7,164.2,199.2,193.4,176,158.8,183.3,0,0,0,0,0
50168,2,0,2,66.7,13,128.3,127.5,117.5,121.7,128.3,116.8,122.8,131.3,154.1,158.8,0,0,0,0,0
50169,1,0,5,16.7,22,80.8,89.2,110.8,134.2,134.2,80.8,42,81.5,73.7,86.4,0,0,0,0,0
50170,1,0,2,63.3,17,121.7,121.7,122.5,126.7,119.2,124.3,125.1,124,91,113.1,0,0,0,0,0
