"ID","GROUP","CHEF_CLUB","NUM_DEAL","LAST_DEAL","ADVANCE_PURCHASE","FARE_L_Y1","FARE_L_Y2","FARE_L_Y3","FARE_L_Y4","FARE_L_Y5","POINTS_L_Y1","POINTS_L_Y2","POINTS_L_Y3","POINTS_L_Y4","POINTS_L_Y5","CALL_FLAG","CREDIT_PROBLEM","RETURN_FLAG","BENEFIT_FLAG","BUYER_FLAG"
9440,4,0,7,16.7,20,111.7,117.5,106.7,105,106.7,124.2,106.2,92.3,74.6,73.1,0,0,0,0,0
9441,5,0,6,20,22,104.2,102.5,106.7,112.5,107.5,0,0,43.5,53.5,68.7,0,0,0,0,0
9442,1,0,6,23.3,25,146.7,142.5,132.5,133.3,134.2,175.6,162.4,175.2,111.1,110,0,0,0,0,0
9443,4,0,5,23.3,16,118.3,120,111.7,114.2,109.2,107.6,94.1,119.4,107.5,107.3,0,0,0,0,0
9444,1,0,3,60,25,179.2,176.7,172.5,169.2,177.5,190.2,180,165.3,181,185,0,0,0,1,1
9445,2,0,0,0,17,140,134.2,125.8,135,145.8,119,127,142.9,148.9,157.8,0,1,0,0,0
9446,2,0,3,40,18,111.7,110.8,113.3,100,100,113.8,78.8,89.8,111.8,96.2,0,0,0,0,0
9447,1,0,2,63.3,18,115.8,116.7,122.5,122.5,121.7,123.4,133,170.8,176.7,183.1,0,0,0,0,0
9448,2,0,2,123.3,34,250.8,252.5,245.8,240.8,247.5,247.6,266.7,269.9,256.6,267.8,0,0,0,0,0
9449,1,0,3,33.3,13,100,101.7,100,103.3,110,119.2,132.1,136.5,102.6,108.8,0,0,0,0,0
9450,3,0,6,23.3,14,143.3,155.8,111.7,120,133.3,103.9,114.8,90.4,99.8,115.9,0,0,0,0,0
9451,3,0,4,36.7,22,145,141.7,145.8,144.2,137.5,110.8,124.4,123,135.3,130.8,0,1,0,0,0
9452,4,0,7,20,20,118.3,120.8,107.5,111.7,111.7,95.1,102.9,72.1,107.8,111.3,0,1,0,0,0
9453,4,0,2,130,17,73.3,98.3,144.2,175,258.3,122.2,111.3,107.4,129.5,143,0,0,0,0,0
9454,1,0,5,36.7,20,187.5,193.3,185.8,180,170.8,189.7,156.1,155.2,156.3,127.2,0,0,0,0,1
9455,2,0,2,56.7,15,118.3,111.7,114.2,120,130,131,152,115.6,166.5,196.6,0,0,0,0,1
9456,5,0,6,23.3,16,130.8,124.2,122.5,121.7,117.5,122.3,119.8,91.2,111.1,126.8,0,0,0,0,0
9457,4,0,5,20,20,111.7,100,90,100.8,100,89.5,96.8,101.8,99.9,103.2,0,0,1,0,0
9458,2,0,1,223.3,21,228.3,222.5,211.7,204.2,210,175.4,172.1,173.3,192.9,201.7,0,1,0,1,0
9459,1,0,2,70,28,133.3,134.2,137.5,139.2,135,151.3,184.7,165.7,154.4,122.9,0,0,0,0,0
9460,4,0,2,56.7,11,119.2,111.7,116.7,115,115.8,115.3,111.3,111,137.3,161.7,0,0,0,0,0
9461,1,0,3,56.7,26,166.7,162.5,160,169.2,164.2,151.8,164.8,169.6,151.4,148.9,1,0,0,0,0
9462,2,0,3,50,15,142.5,141.7,136.7,138.3,140,220,199.8,169.6,148,167.9,0,0,0,1,0
9463,3,0,4,40,17,143.3,150,147.5,146.7,140.8,156.9,114.1,162.1,152.6,161.7,0,1,0,0,0
9464,5,0,5,23.3,35,107.5,110,110.8,111.7,114.2,43.8,79.3,77.9,92.5,78.4,0,1,0,0,0
9465,2,0,4,50,18,192.5,105,92.5,95,93.3,72.7,53.8,23.2,19.5,57.2,0,0,0,0,0
9466,2,0,3,63.3,28,158.3,162.5,171.7,171.7,180.8,205.6,189.5,216.2,256.2,210.2,0,0,0,1,0
9467,2,0,7,20,20,135,130,133.3,135,135,122.9,86.8,108.1,141.2,137.3,0,0,0,0,0
9468,2,0,7,23.3,20,149.2,149.2,147.5,145,152.5,144.6,155.9,167.9,152.7,182.3,0,0,0,0,0
9469,3,0,8,16.7,17,131.7,126.7,126.7,138.3,139.2,156.9,145.3,140.2,139.2,115.8,0,0,0,0,0
9470,1,0,4,30,13,108.3,114.2,110,101.7,90,137.4,108.5,88.1,72.8,73.9,0,0,0,0,0
9471,4,0,3,50,27,150,149.2,145,147.5,140.8,127.8,136.8,145.3,154.7,147.4,0,0,0,0,0
9472,1,0,4,26.7,12,129.2,113.3,103.3,115.8,99.2,89,99.5,86.4,80.8,75.4,0,0,0,0,0
9473,1,0,3,40,20,113.3,130,105,106.7,115,122.4,148.8,119.1,169.1,144.7,0,0,0,0,1
9474,1,0,3,36.7,16,101.7,104.2,109.2,110,110.8,150.1,147.8,127.6,93,103.3,0,0,0,0,0
9475,3,0,4,76.7,24,296.7,290,292.5,275.8,279.2,276.7,289.4,274.3,302.8,295.7,0,0,0,1,0
9476,2,0,2,90,19,182.5,183.3,190,181.7,177.5,183.6,131.3,152.8,131.2,161.7,0,0,0,0,0
9477,4,0,1,176.7,19,180,179.2,175.8,171.7,174.2,107.7,113.6,114.8,162.8,160.9,0,0,0,0,0
9478,3,0,2,56.7,18,111.7,109.2,110,114.2,111.7,61.1,86.8,112.2,102.8,91.9,0,1,0,0,0
9479,2,0,5,26.7,13,124.2,119.2,119.2,104.2,111.7,154.2,139.4,116.8,124.7,128.1,0,0,0,0,0
9480,1,0,4,43.3,30,169.2,171.7,171.7,180.8,170.8,129,135.6,170.2,192.7,168.7,1,0,0,0,1
9481,4,0,3,50,20,142.5,141.7,135.8,132.5,141.7,137.8,148.9,181.3,152.1,154.6,0,0,0,0,0
9482,4,0,3,50,22,125.8,139.2,128.3,85.8,143.3,134.8,147.3,129.5,115.2,139.6,0,0,0,0,1
9483,4,0,4,50,28,181.7,190.8,180,192.5,187.5,176.2,150.8,181.7,162.2,193.7,0,0,0,0,0
9484,3,0,3,36.7,16,105.8,110.8,104.2,95,100,99.3,74.2,106.6,103.2,73.1,0,0,0,0,0
9485,5,0,3,40,21,121.7,115,112.5,121.7,109.2,111.2,112,102.7,95,68.8,0,0,0,0,0
9486,3,0,2,73.3,22,150.8,150,144.2,146.7,142.5,124.4,109,100.2,89.5,130.2,0,0,0,0,0
9487,2,0,5,23.3,9,100.8,100.8,103.3,103.3,96.7,136.1,131.8,100.2,105.8,69.2,0,0,0,0,0
9488,1,0,4,36.7,22,149.2,146.7,140,141.7,140.8,121.2,87.6,111.8,148.1,125.8,0,1,0,0,0
9489,3,0,4,30,15,110,109.2,112.5,109.2,110.8,141.9,102.8,75.4,76.9,66.8,0,0,0,0,0
9490,3,0,3,70,23,192.5,208.3,228.3,194.2,195.8,192.2,177.1,201.8,221.3,206.8,1,0,0,0,0
9491,1,0,4,26.7,17,104.2,110,107.5,119.2,130.8,184,172.2,163.5,153.2,186.1,0,0,0,0,0
9492,4,1,3,146.7,27,377.5,432.5,444.2,411.7,431.7,377.8,402,382.1,341,389,0,0,0,1,0
9493,1,0,5,26.7,17,142.5,130,131.7,138.3,141.7,141.2,113.2,132.7,125.3,134.2,0,0,0,0,0
9494,1,0,3,50,11,148.3,145,145,145,134.2,156.9,156.3,132.8,161,144.8,0,1,0,0,0
9495,5,0,1,116.7,30,115,116.7,116.7,120.8,118.3,152.1,173.7,140.8,132.2,145,0,0,0,0,0
9496,2,0,2,113.3,21,222.5,220.8,212.5,210.8,207.5,238.6,228.3,210.3,220.8,220.2,0,0,0,1,0
9497,1,0,8,20,18,145,149.2,147.5,145.8,136.7,111.2,67.5,116.8,91,91.8,0,0,0,0,0
9498,3,0,4,53.3,25,205,201.7,201.7,195,195,177.6,194.2,190.8,157.2,162,0,0,0,1,0
9499,3,0,4,43.3,26,165,167.5,162.5,170,181.7,152.6,155.7,162.8,191.6,191.8,0,1,0,0,1
9500,5,0,3,43.3,19,120.8,124.2,140.8,147.5,152.5,142,129.8,157.7,122.2,98.4,0,0,0,0,0
9501,2,0,8,16.7,13,109.2,121.7,120.8,100.8,90,91.8,67.8,101.4,102.8,77.5,0,0,0,0,0
9502,1,0,4,36.7,26,130,138.3,137.5,135.8,141.7,138.2,142.8,129.2,141.4,174.4,0,0,0,0,0
9503,2,0,5,56.7,26,292.5,276.7,267.5,265,323.3,292.6,318.2,317.8,321.8,356.9,0,0,0,0,0
9504,2,0,2,63.3,16,135,131.7,136.7,125.8,133.3,121.3,127.8,150.8,113,135,0,1,0,0,0
9505,3,0,8,16.7,19,117.5,115,115,115.8,121.7,143.9,122.8,139.8,159.2,160.6,0,0,0,0,0
9506,4,0,2,73.3,22,150,141.7,147.5,143.3,144.2,160.8,168.8,159.8,155.1,162.8,0,0,0,0,0
9507,3,0,3,40,19,105.8,106.7,109.2,115.8,115,135,138.5,132.1,137.5,143,0,0,0,0,0
9508,4,0,3,50,17,140.8,135,132.5,143.3,145,159.2,135.3,138.5,162.8,149,0,0,0,0,1
9509,4,0,6,23.3,19,118.3,115,128.3,131.7,131.7,113.8,138,130.2,192.8,162.6,0,0,0,0,0
9510,1,0,5,23.3,17,108.3,110.8,108.3,111.7,107.5,113.7,100.8,103.3,86.2,88.1,0,0,0,0,0
9511,4,0,2,116.7,21,219.2,228.3,221.7,225,215.8,213.9,218.2,222.4,248,242.3,0,1,0,0,0
9512,5,0,1,116.7,27,123.3,120.8,116.7,115,116.7,67.7,72.1,109.5,138.9,161.4,0,1,0,0,0
9513,4,1,4,90,24,269.2,246.7,327.5,360,395,363.8,320.8,350.1,329.8,335,0,0,0,0,0
9514,1,0,4,46.7,20,172.5,181.7,184.2,190.8,181.7,177,173,155.2,159.2,167.1,0,0,0,0,0
9515,4,0,4,30,13,94.2,102.5,118.3,123.3,110,126,141.7,135.4,134.7,128.7,0,0,0,0,0
9516,2,0,4,53.3,22,203.3,194.2,190.8,203.3,198.3,192.7,195.4,148,167.6,160.3,0,0,0,1,0
9517,2,0,6,16.7,25,87.5,91.7,92.5,128.3,140,138.2,144.7,141.2,141.6,135.9,0,0,0,0,0
9518,4,0,3,43.3,22,127.5,127.5,130,135,130.8,92.9,145.9,170.4,191.7,171.3,0,0,0,0,0
9519,3,0,2,76.7,20,147.5,149.2,156.7,151.7,155,99.7,129.4,153.8,139.8,125.1,0,0,0,0,0
9520,4,0,4,40,17,150,150,147.5,150,145,135.9,125.7,158.8,149.7,123.9,0,0,0,0,0
9521,4,0,7,20,16,120.8,120.8,121.7,110.8,109.2,49.7,72.4,92.5,74.8,98.1,0,0,0,0,0
9522,3,0,3,50,12,144.2,141.7,137.5,132.5,129.2,59.8,72.2,90.6,97.6,81.3,0,0,0,0,0
9523,3,0,2,53.3,18,114.2,115.8,104.2,105.8,110,95.8,97.8,126.5,108.8,118.2,0,0,0,0,0
9524,3,0,6,20,13,103.3,108.3,103.3,128.3,125.8,86.8,138.5,147.7,127.5,147.8,0,0,0,0,0
9525,4,0,7,26.7,20,167.5,169.2,177.5,173.3,165,171.8,185.5,165.6,145.8,157.6,0,0,0,0,0
9526,1,0,3,53.3,27,149.2,150.8,154.2,149.2,146.7,135.2,118.3,142.7,173,150.6,0,0,0,0,0
9527,4,0,4,50,22,191.7,184.2,195.8,189.2,171.7,187.2,203,181.3,171.9,168.9,0,0,0,0,0
9528,5,0,8,16.7,21,100.8,113.3,115,122.5,119.2,84.6,111.5,129.7,144.7,148.1,0,0,0,0,0
9529,4,0,2,76.7,18,161.7,148.3,149.2,154.2,146.7,157.8,136.3,130.8,99,104.1,0,0,0,0,0
9530,4,0,7,33.3,19,214.2,199.2,208.3,196.7,166.7,159.4,170.7,181.7,157.3,175,0,0,0,1,0
9531,2,0,5,63.3,29,304.2,305.8,298.3,298.3,304.2,302.9,331.9,320.2,301.4,308.6,0,0,0,1,0
9532,3,0,5,30,23,155.8,142.5,142.5,141.7,145.8,123.6,127.3,141,120.2,147.7,0,0,0,0,0
9533,1,0,1,240,30,242.5,243.3,256.7,260.8,240,231.7,222.7,201.6,245,268,0,0,0,0,0
9534,1,0,2,86.7,17,161.7,171.7,193.3,183.3,179.2,191.9,186.2,209,195.2,195.8,0,0,0,1,0
9535,3,0,3,50,24,142.5,140.8,144.2,147.5,149.2,153.4,185.3,171.1,180.2,171.3,0,1,0,0,0
9536,5,0,6,33.3,18,181.7,183.3,184.2,180,185.8,221.4,225.1,245.2,217.5,215.2,1,1,0,0,0
9537,4,0,2,83.3,21,160.8,154.2,151.7,140,148.3,110.6,138.9,160.5,188.9,174.8,0,0,0,0,0
9538,1,0,4,26.7,19,104.2,111.7,105.8,115.8,107.5,64.2,67.2,76.2,81.1,93.1,0,0,0,0,0
9539,2,0,3,40,22,111.7,112.5,111.7,115,116.7,133.9,137.8,162,153,134.9,0,0,0,0,0
9540,2,0,2,90,20,161.7,166.7,171.7,182.5,176.7,157,163.5,186.8,163.3,209.6,0,0,0,0,0
9541,3,0,3,36.7,22,110,109.2,111.7,107.5,116.7,121.8,114,138.8,110.4,81.2,0,0,0,0,0
9542,4,0,1,120,27,120,120,112.5,115,106.7,76.3,100.1,113.1,91.4,97.5,0,0,0,0,0
9543,1,0,4,26.7,21,117.5,97.5,93.3,95,99.2,69,31.3,34.2,57.5,54.8,0,0,0,0,0
9544,2,0,0,0,21,98.3,110.8,111.7,128.3,114.2,104.5,143.3,129.5,132.8,125.2,0,1,0,0,0
9545,3,0,0,0,23,108.3,105.8,107.5,111.7,110.8,71.8,60.2,64.3,82.3,105.8,0,0,0,0,0
9546,1,0,7,30,27,161.7,174.2,187.5,205.8,210,200.5,186.9,213.2,160.5,197.5,0,0,0,1,0
9547,3,0,4,30,19,110.8,109.2,112.5,118.3,113.3,88.6,86.7,108,121.3,132.4,0,0,0,0,0
9548,4,0,5,43.3,31,212.5,214.2,215,210,216.7,223.7,255.8,248.5,239.9,240,1,0,0,0,0
9549,4,0,4,46.7,19,174.2,178.3,180,188.3,185,206.3,211.8,206.8,189.4,188.2,0,0,0,0,1
9550,1,0,2,56.7,24,110,112.5,105,106.7,108.3,123.3,136.5,126.8,137.7,105.8,0,0,0,0,0
9551,1,0,2,160,25,324.2,376.7,315.8,324.2,263.3,270.6,254.7,258.8,268.8,268.5,0,1,0,1,0
9552,3,0,4,30,16,106.7,110.8,112.5,117.5,119.2,86,115.4,121.2,121.2,126.8,0,1,0,0,0
9553,5,0,4,30,15,105.8,112.5,109.2,102.5,110,136,138.9,112.3,115.9,115.6,0,0,0,0,0
9554,3,0,4,36.7,26,150.8,155,148.3,141.7,145,238.1,214.9,210.4,163.9,167.6,0,0,0,1,0
9555,2,0,1,106.7,25,118.3,106.7,113.3,105.8,112.5,116.5,113.6,98,140.3,133,0,0,0,0,0
9556,3,0,4,40,17,145,149.2,155.8,154.2,145.8,98.8,100.7,123.1,146.4,152.5,0,0,0,0,0
9557,5,0,7,23.3,20,157.5,149.2,150,153.3,159.2,201.3,188.3,231.9,196.6,202.4,0,0,0,0,0
9558,1,0,4,26.7,16,95.8,106.7,107.5,106.7,116.7,86,121.4,106.5,126.6,128.9,0,0,0,0,1
9559,5,0,2,90,22,185,182.5,177.5,178.3,174.2,165.8,159.5,173.9,180.6,164.6,0,0,0,0,1
9560,4,0,8,0,24,110.8,105.8,104.2,104.2,96.7,118.8,126.9,107.9,50.6,16.7,0,1,0,0,0
9561,5,0,4,30,17,127.5,125.8,120,124.2,127.5,118.6,102.2,105.8,118.8,133.2,0,0,0,0,0
9562,4,0,4,50,28,180.8,176.7,177.5,186.7,187.5,222.8,217.6,214.4,204.8,197.8,0,0,0,0,1
9563,3,0,5,23.3,25,115.8,108.3,107.5,121.7,125.8,113.3,103.8,119.9,131.1,86.5,0,0,0,0,0
9564,4,0,4,40,11,141.7,146.7,153.3,144.2,150.8,163.5,132.1,160.2,108.5,124.9,0,0,0,0,0
9565,1,0,7,23.3,19,160.8,155,145.8,140.8,147.5,138.8,146.3,171.2,187.1,201.2,0,0,0,0,0
9566,1,0,4,20,35,75,95.8,111.7,131.7,95.8,78.8,108.3,148.9,140.3,105.2,0,0,0,0,0
9567,2,0,1,163.3,23,132.5,143.3,160,161.7,150.8,56.3,88.2,94.4,118.7,131.3,0,0,0,0,0
9568,3,0,7,23.3,18,144.2,140.8,138.3,142.5,147.5,157,157.2,189.8,186.2,173.7,0,0,0,0,0
9569,5,0,4,46.7,25,178.3,176.7,176.7,180.8,179.2,196.8,212.1,182.3,219.7,211.3,1,0,0,0,0
9570,1,0,4,30,22,115.8,121.7,120,117.5,111.7,115.8,138.8,130,101.2,109.3,0,1,0,0,0
9571,4,0,3,40,16,120,124.2,119.2,115.8,107.5,101.9,90.4,110.2,123.4,90.8,0,0,0,0,0
9572,5,0,4,33.3,21,115.8,110.8,114.2,124.2,125.8,146.4,105.8,87.8,107.3,166.3,0,0,0,0,0
9573,3,0,3,53.3,16,155.8,158.3,152.5,153.3,148.3,116.9,107.4,96.8,92.8,153.3,0,0,0,0,0
9574,4,0,9,26.7,23,212.5,209.2,220.8,206.7,204.2,185.1,145.3,161.5,171.2,168.6,0,0,0,0,1
9575,5,0,4,33.3,16,119.2,128.3,135.8,131.7,123.3,128.2,137.5,158.5,137.7,129.5,0,0,0,0,0
9576,1,0,3,73.3,25,220,217.5,212.5,210.8,212.5,261.5,240.2,220.9,191.7,206.9,0,0,0,0,0
9577,2,0,3,70,20,208.3,220,218.3,208.3,208.3,209.1,190.6,155.1,160.1,185.8,0,0,0,1,0
9578,5,0,2,103.3,32,215,215.8,214.2,216.7,204.2,191.8,235.6,240.2,192.8,171,1,0,0,1,0
9579,1,0,3,60,25,181.7,182.5,172.5,173.3,180.8,140.1,148.1,144.8,200,191.8,1,0,0,0,0
9580,3,0,7,16.7,26,107.5,100,99.2,110,117.5,117.6,127.8,185.1,155.7,134.3,0,0,0,0,0
9581,1,0,2,130,26,252.5,252.5,255,264.2,250.8,292.8,268.8,268.9,261.8,259.4,0,0,0,0,0
9582,1,0,2,76.7,19,133.3,135,134.2,147.5,153.3,112.6,106.7,110.1,105.7,169.2,0,0,0,0,0
9583,4,0,6,23.3,23,130,135,151.7,142.5,142.5,128.1,111.2,138,178.3,151.5,0,0,0,0,0
9584,4,0,3,53.3,18,151.7,155.8,152.5,151.7,148.3,117.4,100.1,129.2,154,149.3,0,0,0,0,0
9585,5,0,3,53.3,20,138.3,135,138.3,152.5,158.3,134,123,132.7,150.8,182.1,0,0,0,0,0
9586,1,0,0,0,15,108.3,109.2,108.3,106.7,105,96.1,144.2,147.6,104.8,67.5,0,0,0,0,0
9587,5,0,0,0,21,92.5,74.2,140.8,195.8,125.8,88.8,89.3,101.2,115.2,137.9,0,0,0,0,0
9588,1,0,3,46.7,17,138.3,135.8,130.8,134.2,130,154,132.8,114.3,110.4,92.2,0,0,0,0,0
9589,3,0,6,50,27,295,276.7,275.8,262.5,280.8,312.5,322.9,305.7,293.8,294.6,0,1,0,0,0
9590,4,0,8,0,20,122.5,117.5,101.7,87.5,95.8,112.5,122,103.7,108.1,103.7,0,0,0,0,0
9591,1,0,4,43.3,19,175.8,166.7,162.5,167.5,168.3,173.8,124.7,151.4,142.3,157.2,0,0,0,0,0
9592,3,0,4,43.3,25,178.3,171.7,168.3,181.7,173.3,122.2,153.2,197.5,181.5,143.3,0,0,0,0,0
9593,2,0,4,30,15,94.2,107.5,100.8,103.3,108.3,101.1,74.3,78.3,52.1,76,0,0,0,0,0
9594,5,0,6,40,21,237.5,242.5,237.5,235,239.2,259.4,228.4,221.4,210.4,184.2,0,0,0,1,0
9595,4,0,3,53.3,27,155,154.2,153.3,153.3,143.3,148.9,158.8,129.8,145.4,115,0,0,0,0,0
9596,1,0,4,36.7,21,142.5,145.8,146.7,145,141.7,157.3,186.9,154.8,143,132.2,0,0,0,0,0
9597,3,0,2,50,30,108.3,100,106.7,101.7,103.3,94.3,75.4,94.2,97.6,99.8,0,0,0,0,0
9598,3,0,6,20,26,105.8,111.7,105,113.3,119.2,111.4,96.5,104.8,81.8,111.1,0,0,0,0,0
9599,2,0,4,43.3,23,182.5,177.5,167.5,166.7,166.7,172.8,186.9,189.5,209.3,188.5,0,0,0,0,0
9600,1,0,6,33.3,19,210.8,203.3,212.5,201.7,195.8,209.4,240,218.2,193.3,175.7,0,0,0,0,1
9601,5,0,9,0,21,99.2,96.7,97.5,108.3,107.5,74.5,91.2,83.3,93.2,99.8,0,0,0,0,0
9602,2,0,0,0,17,100,96.7,110.8,110,118.3,128,104.4,104.2,97.3,125.9,0,1,0,0,0
9603,1,0,4,30,28,133.3,111.7,113.3,122.5,116.7,172.4,131.6,126.8,134.7,136.8,0,0,0,0,0
9604,1,0,2,63.3,19,124.2,135,125,123.3,125.8,61,101.3,98.6,158.2,159.5,0,0,0,0,0
9605,1,0,1,180,25,181.7,180,180,169.2,170,137.6,154,147.3,154.3,159.9,1,0,0,0,1
9606,3,0,2,80,22,155.8,160.8,154.2,153.3,146.7,139.6,130.5,169.8,153.2,156.9,0,0,0,0,0
9607,2,0,6,26.7,24,138.3,153.3,152.5,140,140,198.6,175.2,161.6,134.3,134.8,0,0,0,0,0
9608,5,0,2,60,17,113.3,120.8,115,110.8,111.7,122.3,131.6,154.3,136.9,134.1,0,0,0,0,0
9609,1,0,5,20,11,105,86.7,91.7,98.3,85.8,117.2,106.4,97.9,83.1,56.9,0,0,0,0,0
9610,4,0,2,53.3,24,105,96.7,104.2,95.8,94.2,77.2,87.1,66.7,68.4,19.4,0,0,0,0,0
9611,2,0,1,146.7,21,148.3,146.7,144.2,149.2,156.7,168,164.2,156.6,164.9,152.7,0,0,0,0,0
9612,3,0,3,56.7,30,166.7,168.3,166.7,170,175,183.8,152,165,152.6,185.4,0,0,0,0,1
9613,2,0,2,73.3,22,140.8,139.2,139.2,150,151.7,133.7,139.4,131.1,156.8,175.6,0,0,0,0,1
9614,4,0,3,66.7,15,176.7,178.3,192.5,185.8,166.7,166.2,130.2,166.9,194.2,179.9,0,0,0,0,0
9615,5,0,2,93.3,21,209.2,202.5,189.2,184.2,183.3,188.3,164.7,139.8,143,169.9,1,0,0,0,0
9616,4,0,5,36.7,24,170.8,172.5,183.3,175,171.7,172.1,159.7,168.4,159.7,150.8,0,1,0,0,0
9617,1,0,5,36.7,23,179.2,174.2,188.3,188.3,183.3,166.9,120.7,165.8,165.2,173.6,0,0,0,0,0
9618,4,0,12,16.7,29,190.8,196.7,202.5,207.5,206.7,229.4,247.3,215.6,197.4,222.5,0,0,0,0,0
9619,3,0,5,53.3,21,238.3,265,258.3,225,206.7,171.5,132,159.5,151.2,173.1,0,0,0,0,0
9620,1,0,2,56.7,15,113.3,109.2,111.7,127.5,134.2,126.2,135.2,128.9,137.2,167.3,0,0,0,0,0
9621,5,0,1,213.3,23,234.2,228.3,213.3,212.5,220,229.7,214.5,213.3,230,247.8,0,0,0,1,0
9622,4,0,3,40,24,115.8,133.3,140,114.2,129.2,119.8,92.2,79.2,127.6,171.8,0,0,0,0,0
9623,2,0,2,60,19,125.8,116.7,119.2,116.7,117.5,126.8,146.8,116.4,145,131.2,0,0,0,0,0
9624,3,0,6,23.3,19,145.8,140.8,142.5,135.8,140,139.9,116.6,99.1,91.2,120.8,0,0,0,0,1
9625,3,0,2,56.7,17,115,118.3,110,109.2,111.7,148.2,123.3,131.3,113.2,105.4,0,0,0,0,0
9626,3,0,2,53.3,19,91.7,95,96.7,103.3,107.5,128,102.8,133.8,138.8,127.3,0,0,0,0,1
9627,4,0,4,30,21,109.2,110.8,121.7,115.8,115,129.8,111.8,123.2,117.8,132.1,0,0,0,0,0
9628,2,1,2,176.7,23,348.3,348.3,404.2,402.5,467.5,363,328.1,338,382.7,427.4,0,1,0,1,0
9629,3,0,6,20,16,105.8,110.8,114.2,113.3,112.5,121.8,124.7,143.8,137.5,143.9,0,1,0,0,0
9630,1,0,3,50,21,155,147.5,144.2,142.5,138.3,150.4,149.8,167.4,173.7,138,0,0,0,0,0
9631,3,0,3,73.3,26,214.2,213.3,213.3,209.2,212.5,165.6,158.2,176.2,209.8,224,0,0,0,1,0
9632,3,0,3,66.7,20,182.5,182.5,194.2,196.7,195.8,207.2,194.9,196.5,176.8,217.5,0,0,0,0,0
9633,2,0,5,23.3,16,103.3,93.3,102.5,103.3,111.7,82.2,101,102.7,119.4,147.4,0,0,0,0,0
9634,2,0,3,33.3,18,80.8,80.8,98.3,97.5,99.2,109.5,140.1,146.2,149.4,117.8,0,0,0,0,0
9635,3,0,2,63.3,16,118.3,117.5,122.5,122.5,120,121,103.2,99.6,92.2,113,0,0,0,0,0
9636,1,0,5,36.7,19,175,171.7,185,174.2,162.5,135.7,152.4,164.1,143.5,143.6,0,0,0,0,0
9637,4,0,5,23.3,15,103.3,105.8,109.2,118.3,129.2,178.2,223.1,177.4,154,150.8,0,0,0,1,0
9638,4,0,1,150,22,150.8,151.7,149.2,147.5,160.8,128.1,136.7,132.9,140.4,172.7,0,0,0,0,0
9639,3,0,6,36.7,21,197.5,207.5,212.5,205.8,200,214.8,237.4,222.8,228.6,236.8,1,0,0,1,0
9640,5,0,2,60,17,114.2,112.5,113.3,115.8,118.3,123.2,137.1,135.2,129.6,140.9,0,1,0,0,0
9641,4,0,5,26.7,19,148.3,141.7,180,152.5,129.2,115.3,107.2,107.6,143.9,143.6,0,0,0,0,0
9642,4,0,3,43.3,15,120,160,132.5,170,128.3,33.4,96.4,131.8,125.9,129.5,0,0,0,0,1
9643,1,0,1,120,17,135.8,148.3,118.3,120,112.5,125.3,156.7,157.8,159,128.1,0,0,0,0,0
9644,5,0,4,30,23,117.5,115,110.8,108.3,105.8,72.6,97.4,78.8,90.7,81.4,0,0,0,0,0
9645,3,0,5,40,21,190,193.3,192.5,197.5,190.8,188.3,161.2,140.2,170.6,171.2,0,0,0,0,0
9646,2,0,2,56.7,12,113.3,112.5,114.2,109.2,110,89.6,88.1,104.8,123.1,103.4,0,0,0,0,0
9647,5,0,4,26.7,20,104.2,95,96.7,106.7,103.3,80.2,92.4,112.3,100.5,98.1,0,0,0,0,0
9648,3,0,5,36.7,25,160.8,167.5,168.3,168.3,173.3,194,185.9,165.6,176.4,143.6,0,0,0,0,1
9649,5,0,4,30,20,118.3,113.3,113.3,116.7,124.2,77.7,71.6,79.3,91.5,125.2,0,1,0,0,0
9650,4,0,5,33.3,20,152.5,160,160,161.7,150.8,185.5,149.8,137.9,154,153,0,0,0,0,1
9651,5,0,4,36.7,16,136.7,153.3,139.2,130.8,119.2,206.1,167.9,157.8,126.1,113.5,0,0,0,0,0
9652,4,0,5,43.3,25,190.8,205.8,213.3,210,213.3,211.4,203.3,231,188.2,225.6,1,0,0,0,0
9653,3,0,3,63.3,24,177.5,182.5,182.5,187.5,182.5,141.1,152.6,149.5,160.9,179.8,0,0,0,0,1
9654,5,0,2,56.7,23,111.7,104.2,107.5,107.5,110.8,121.2,117.5,124.2,75.2,103.7,0,0,0,0,0
9655,5,0,3,50,18,149.2,150,152.5,141.7,143.3,153.8,142.8,132.8,131.8,158.8,0,0,0,0,0
9656,2,0,3,40,20,114.2,116.7,113.3,120.8,117.5,95.4,99.6,132.6,112.5,135.2,0,1,0,0,0
9657,2,0,4,36.7,24,151.7,135.8,140,140.8,145.8,161.1,139.8,158.1,148.9,133.3,0,0,0,0,0
9658,1,0,1,120,19,115,106.7,104.2,117.5,121.7,73.1,130.8,168.2,137.9,142.8,0,0,0,0,0
9659,2,0,1,200,19,197.5,195.8,205,200.8,205,205.8,231.7,237,235.2,198.9,0,0,0,0,0
9660,4,0,3,53.3,18,114.2,127.5,136.7,153.3,157.5,183.3,154.1,158.8,135.2,126.1,0,0,0,0,1
9661,4,0,0,0,23,151.7,150.8,153.3,155.8,150,118.3,171.8,140,151,180.8,0,0,0,0,0
9662,5,0,3,46.7,16,71.7,57.5,77.5,90,138.3,44.6,60,75.5,99.3,136.9,0,0,0,0,0
